inci_name,id,potency_tier,time_of_day,barrier_tax_score,sun_sensitivity
citrus aurantium bergamia bergamot fruit water,5414,1,ANY,0,True
r-bacillus licheniformis keratinase,5415,1,ANY,0,False
quercus alba bark extract,5416,1,ANY,0,False
tilia cordata flower extract,5417,1,ANY,0,False
cucurbita pepo pumpkin,5418,1,ANY,0,False
astrocaryum tucuma seed butter,5419,1,ANY,0,False
bacillus,5420,1,ANY,0,False
yeast beta-glucan,5421,1,ANY,0,False
sodium silicate,5422,1,ANY,0,False
sodium magnesium fluorosilicate,5423,1,ANY,0,False
foeniculum vulgare fennel seed extract,5424,1,ANY,0,False
tripeptide-10 citrulline,5425,1,ANY,0,False
vinyl caprolactamvpdimethylaminoethyl methacrylate copolymer,5427,1,ANY,0,False
citrus tangerina tangerine peel extract,5428,1,ANY,0,True
lava powder,5430,1,ANY,0,False
sargassum fusiforme extract,5431,1,ANY,0,False
chamomilla recutita matricaria flower oil,5432,1,ANY,0,False
palmitoyl hexapeptide-19,5434,1,ANY,0,False
silanetriol trehalose ether,5435,1,ANY,0,False
fdc blue no 1 ci 42090,5436,1,ANY,0,False
polyglyceryl-2 distearate,5437,1,ANY,0,False
peg-75 100 stearate,5439,1,ANY,0,False
peg glycerin,5440,1,ANY,0,False
morus alba white mulberry root extract,5442,1,ANY,0,False
scutellaria lateriflora extract,5443,1,ANY,0,False
hydrangea arborescens root extract,5444,1,ANY,0,False
gold ci 77480,5445,1,ANY,0,False
peg-8 beeswax,5446,1,ANY,0,False
angelica acutiloba root extract,5447,1,ANY,0,False
angelica gigas root extract,5448,1,ANY,0,False
polygonum multiflorum root extract,5449,1,ANY,0,False
sophora angustifolia root extract,5450,1,ANY,0,False
bisglycidoxyphenylpropanebisaminomethylnorbornane copolymer,5451,1,ANY,0,False
ethyl hexanediol chlorphenesin,5452,1,ANY,0,False
c26-28 alkyl dimethicone,5453,1,ANY,0,False
polyphenylsilsesquioxane,5454,1,ANY,0,False
vaccinium vitis-idaea fruit extract,5455,1,ANY,0,False
hydrolyzed extensin,5456,1,ANY,0,False
potassium hyaluronate,5457,1,ANY,0,False
titanium dioxide 193,5458,2,AM,0,False
zinc oxide 1924,5459,2,AM,0,False
stearyl phosphate,5460,1,ANY,0,False
soy acid,5461,1,ANY,0,False
gluconol actone,5462,1,ANY,0,False
polyglyceryl- 6 distearate,5463,1,ANY,0,False
olus oil,5464,1,ANY,0,False
histidine hcl,5465,1,ANY,0,False
dimethylacrylamideacrylic acidpolystyrene ethyl methacrylate copolymer,5468,1,ANY,0,False
sodium acryloyldimethyltauratevp crosspolymer,5469,1,ANY,0,False
ammonium acrylolydimethyltauratevp copolymer,5470,1,ANY,0,False
iron oxide red ci 77491,5471,1,ANY,0,False
anthocyanins,5473,1,ANY,0,False
isostearamide mipa,5477,1,ANY,0,False
aleurites moluccanus kukui seed oil,5478,1,ANY,0,False
rosa canina rose hip fruit extract,5479,1,ANY,0,False
sclerocarya birrea marula seed oil,5480,1,ANY,0,False
cannabis sativa hemp flowerleafstem extract,5481,1,ANY,0,False
calophyllum inophyllum tamanu seed oil,5482,1,ANY,0,False
adansonia digitata baobab seed oil,5483,1,ANY,0,False
melia azadirachta neem seed oil,5484,1,ANY,0,False
anthemis nobilis chamomile flower oil,5485,1,ANY,0,False
garcinia indica seed butter,5486,1,ANY,0,False
sr-hydrozoan polypeptide-1,5487,1,ANY,0,False
sesame oil sesamum indicum,5488,1,ANY,0,False
rice bran oil oryza sativa,5489,1,ANY,0,False
manjishta rubia cordifolia,5490,1,ANY,0,False
lodh tree bark symplocos racemosa,5492,1,ANY,0,False
nutgrass cyperus rotundus,5493,1,ANY,0,False
vetiver vetiveria zizanoides,5494,1,ANY,0,False
licorice root glycyrrhiza glabra,5495,1,ANY,0,False
bay leaf cinnamomum tamala,5496,1,ANY,0,False
himalayan cherry prunus cerasoides,5497,1,ANY,0,False
lotus seed nelumbo nucifera,5498,1,ANY,0,False
pushkarmool inula racemosa,5499,1,ANY,0,False
indian barberry berberis aristata,5501,1,ANY,0,False
cobra saffron mesua ferrea,5502,1,ANY,0,False
flame of the forest butea menosperma,5503,1,ANY,0,False
priyangu callicarpa macrophylla,5504,1,ANY,0,False
banyan ficus bengalensis,5505,1,ANY,0,False
mustard brassica campestris,5506,1,ANY,0,False
rose essential oil rosa damascena,5507,1,ANY,0,False
bakuchi psoralea corylifolia seed oil,5508,1,ANY,0,False
helianthus annuus sunflower seed cera,5509,1,ANY,0,False
withania somnifera ashwagandha oil sesamum indicum sesame seed oil,5510,1,ANY,0,False
withania somnifera ashwagandha,5511,1,ANY,0,False
nelumbium nucifera lotus saffron,5512,1,ANY,0,False
nelumbo nucifera lotus flower,5513,1,ANY,0,False
valeriana brunoniana sugandhibala,5514,1,ANY,0,False
hemidesmus indicus indian sarsaparilla,5515,1,ANY,0,False
mesua ferrea cobra saffron,5516,1,ANY,0,False
amomum subulatum roxb black cardamom,5517,1,ANY,0,False
solanum xanthocarpum yellow-fruit nightshade,5518,1,ANY,0,False
solanum indicum linn black nightshade,5519,1,ANY,0,False
triphala emblica officinalis amla,5520,1,ANY,0,False
terminalia bellirica bibhitaki,5521,1,ANY,0,False
and terminalia chebula haritaki,5522,1,ANY,0,False
prunus cerasoides prunus cerasoides,5524,1,ANY,0,False
boerhavia diffusa punarnava,5525,1,ANY,0,False
glycerin niacinamide,5526,3,ANY,0,False
pelargonium graveolens geranium oil,5527,1,ANY,0,False
rosa damascena rose oil,5528,1,ANY,0,False
fruit enzymes watereau,5529,1,ANY,0,False
mangifera indica mango pulp extract and musa sapientum banana pulp extract,5530,1,ANY,0,False
rubia cordifolia manjistha,5531,1,ANY,0,False
turmeric curcuma longa,5532,1,ANY,0,False
papaya enzyme papain,5533,1,ANY,0,False
saffron crocus sativus,5534,1,ANY,0,False
lotus seed nelumbo nucifera and licorice root glycyrrhiza glabra,5535,1,ANY,0,False
sesame seed sesamum indicum oil,5536,1,ANY,0,False
ashwagandha withania somnifera,5537,1,ANY,0,False
lotus flower nelumbo nucifera,5538,1,ANY,0,False
sugandh-bala valeriana brunoniana,5539,1,ANY,0,False
indian sarsparilla hemidesmus indicus,5540,1,ANY,0,False
green cardamom elettaria cardamom,5541,1,ANY,0,False
black cardamom amomum subulatum,5542,1,ANY,0,False
yellow-fruit nightshade solanum xanthocarpum,5543,1,ANY,0,False
badi kateri solanum indicum linn,5544,1,ANY,0,False
triphala powder amla emblica officinalis,5545,1,ANY,0,False
bibhitaki terminalia bellirica,5546,1,ANY,0,False
and haritaki terminalia chebula,5547,1,ANY,0,False
punarnava boerhavia diffusa,5548,1,ANY,0,False
rice oryza sativa powder,5549,1,ANY,0,False
sweet almond prunus amygdalus dulcis oil,5550,1,ANY,0,False
dehydoacetic acid,5551,1,ANY,0,False
geranium pelargonium graveolens flower essential oil,5552,1,ANY,0,False
chlorophyll,5553,1,ANY,0,False
sesame sesamum indicum oil,5554,1,ANY,0,False
manjistha rubia cordifolia,5555,1,ANY,0,False
garcinia indica kokum seed butter,5556,1,ANY,0,False
sida cordifolia bala oil sesamum indicum sesame seed oil,5557,1,ANY,0,False
sida cordifolia bala oil,5558,1,ANY,0,False
aegle marmelo dashmool,5559,1,ANY,0,False
hordeum vulgare barley,5560,1,ANY,0,False
ziziphus mauritiana indian jujube,5561,1,ANY,0,False
macrotyloma uniflorum kulittha,5562,1,ANY,0,False
indigofera tinctoria neelika,5563,1,ANY,0,False
asparagus racemosus shatavari,5564,1,ANY,0,False
pueraria tuberosa vidarikand,5565,1,ANY,0,False
dioscorea bulbifera,5566,1,ANY,0,False
tinospora cordifolia moonseed,5567,1,ANY,0,False
phaseolous trilobus mudgaparni,5568,1,ANY,0,False
bambusa arundiaceae,5569,1,ANY,0,False
pistacia integerrima,5570,1,ANY,0,False
artemisia vulgaris mugwort,5571,1,ANY,0,False
leptadenia reticulata,5572,1,ANY,0,False
shorea robusta,5573,1,ANY,0,False
cedrus dcodara,5574,1,ANY,0,False
cyperus rotundus nut grass,5575,1,ANY,0,False
elettaria cardamomum,5576,1,ANY,0,False
valeriana wallichii,5577,1,ANY,0,False
nardostachys jatamansi,5578,1,ANY,0,False
parmelia perlata,5579,1,ANY,0,False
cinnamomum tamala,5580,1,ANY,0,False
hemidesmus indicus,5581,1,ANY,0,False
acorus calamus sweet flag,5582,1,ANY,0,False
boerhavia diffusa,5583,1,ANY,0,False
undecane and tridecane,5584,1,ANY,0,False
hydrogenated soy polyglycerides and c15-23 alkanes,5585,1,ANY,0,False
rose damascena rose oil,5586,1,ANY,0,False
vegetable derived,5587,1,ANY,0,False
derived from non-gmo soy,5588,1,ANY,0,False
jasmine officinale 100,5589,1,ANY,0,False
citrus tangerina tangerine peel oil,5590,1,ANY,0,True
citrus nobilis mandarin peel oil,5591,1,ANY,0,True
heptanol,5592,1,ANY,0,False
vaccinium vitis-idaea lingonberry seed oil,5593,1,ANY,0,False
pueraria lobata kudzu symbiosome extract,5594,1,ANY,0,False
oryza sativa starch,5595,1,ANY,0,False
cinnamomum camphora linalloliferum ho wood leaf oil,5596,1,ANY,0,False
rosmarinus officinalis rosmary leaf extract,5597,1,ANY,0,False
olea europaea oil unsaponifiables,5598,1,ANY,0,False
citrus aurantium amara flower extract,5599,1,ANY,0,True
helianthus annuus seed wax,5600,1,ANY,0,False
sunflower seed extract,5601,1,ANY,0,False
meadowfoam seed oil,5602,1,ANY,0,False
oryza sativa bran oil,5603,1,ANY,0,False
oryza sativa germ oil,5604,1,ANY,0,False
limnanthes alba seed oil,5605,1,ANY,0,False
ammonium bicarbonate,5606,1,ANY,0,False
foeniculum vulgare fennel fruit extract,5607,1,ANY,0,False
polyglyceryl 6 oleate,5608,1,ANY,0,False
citrus aurantium amara bitter orange flower water extract,5609,1,ANY,0,True
parfum 100 natural fragrance,5610,1,ANY,0,False
helianthus annus sunflower seed wax,5611,1,ANY,0,False
capryliccapric triglyceride panthenol,5612,1,ANY,0,False
vaccinium vitas-idaea lingonberry seed oil,5613,1,ANY,0,False
cocus nucifera coconut fruit extract,5614,1,ANY,0,False
rosmarinus officinalis leat extract,5615,1,ANY,0,False
magnesium carboxymethyl beta glucan,5616,1,ANY,0,False
leptospermum scoparium oil,5617,1,ANY,0,False
crataegus oxyacantha stem extract,5618,1,ANY,0,False
coco caprylatecaprate,5619,1,ANY,0,False
wateraquaeua,5620,1,ANY,0,False
brassica napus oleifera extract,5621,1,ANY,0,False
polygonum aviculare extract,5622,1,ANY,0,False
dicrateria rotunda oil,5623,1,ANY,0,False
ruttnera lamellosa oil,5624,1,ANY,0,False
haematococcus pluvialis powder,5625,1,ANY,0,False
zinc oxide 14,5626,2,AM,0,False
centella asiatica leaf cell extract,5627,1,ANY,0,False
pelargonium graveolens stem leaf oil,5628,1,ANY,0,False
cichorium intybus chicory root oligosaccharides,5629,1,ANY,0,False
citrus aurantium amara flower oil,5630,1,ANY,0,True
80 microfiber,5631,1,ANY,0,False
20 polyamide,5632,1,ANY,0,False
ascorbyl glucoside vitamin c,5633,4,AM,3,False
tocopheryl vitamin e acetate,5634,1,ANY,0,False
hydroxyethyl acrylate,5635,1,ANY,0,False
sodium acryloyldimethyl taurate copolymer,5636,1,ANY,0,False
purple grape e163,5637,1,ANY,0,False
curcuma longa turmeric oil,5638,1,ANY,0,False
hydrogenated polydecane,5639,1,ANY,0,False
tricedeth-6,5640,1,ANY,0,False
coccinia indica extract,5641,1,ANY,0,False
lawsonia inermis henna extract,5642,1,ANY,0,False
allontoin,5643,1,ANY,0,False
palmitoyl camellia sinensis white tea extract,5644,1,ANY,0,False
cocos nucifera oil,5645,1,ANY,0,False
medicago sativa extract,5646,1,ANY,0,False
pure white petrolatum surgical grade,5647,1,ANY,0,False
cotton seed oil,5648,1,ANY,0,False
trade secret blend of essential oils,5649,1,ANY,0,False
botanicals,5650,1,ANY,0,False
white beeswax,5651,1,ANY,0,False
trade secret strawberry flavor,5652,1,ANY,0,False
aromol,5653,1,ANY,0,False
essential oils,5654,1,ANY,0,False
petrolatum base,5655,1,ANY,0,False
peppermint oil,5656,1,ANY,0,False
trade secret blend of essential oils and botanicals,5657,1,ANY,0,False
all natural blend of menthol,5658,1,ANY,0,False
pertolatum,5659,1,ANY,0,False
artificial flavor,5660,1,ANY,0,False
glycolipidscocos nucifera coconut fruit extract,5661,1,ANY,0,False
iron oxide ci77499,5663,1,ANY,0,False
zinc oxide 10,5664,2,AM,0,False
jasminum officinale jasmine extract,5665,1,ANY,0,False
adenium obesum desert rose extract,5666,1,ANY,0,False
camellia sinensis green tea leaf oil,5667,1,ANY,0,False
3-glyceryl ascorbate vitamin c,5668,4,AM,3,False
cannabis sativa flower,5669,1,ANY,0,False
stem,5670,1,ANY,0,False
leaves full spectrum cbd,5671,1,ANY,0,False
simmondsia chinensis jojoba oil,5672,1,ANY,0,False
sh-polypeptide-123 vegan collagen,5673,1,ANY,0,False
cannabis sativa flower stem and leaves cbd,5674,1,ANY,0,False
terminalia ferdinandiana fruit extract kakadu plum,5675,1,ANY,0,False
citrus paradisi pink grapefruit,5676,1,ANY,0,True
citrus medica limonum lemon peel,5677,1,ANY,0,True
citrus aurantifolia lime,5678,1,ANY,0,True
litsea cubeba litsea fruit,5679,1,ANY,0,False
citrus reticulata mandarin,5680,1,ANY,0,True
phenoxyethanol less than 1 ethylhexylglycerin less than 1,5681,1,ANY,0,False
glyceryl polyacrelate,5682,1,ANY,0,False
full flower hemp extract cbd,5683,1,ANY,0,False
hydrolyzed hibiscus esculentus extract hibiscus peptides,5684,1,ANY,0,False
hibiscus sabdariffa flower extract hibiscus,5685,1,ANY,0,False
magnolol magnolia,5686,1,ANY,0,False
honokiol magnolia,5687,1,ANY,0,False
punica granatum seed extract pomegranate,5688,1,ANY,0,False
apricot kernel oil apricot,5689,1,ANY,0,False
3-o-ethyl ascorbic acid vitamin c,5690,4,AM,3,False
sodium hyaluronate hyaluronic acid,5691,1,ANY,0,False
eclipta prostrata extract daisy,5692,1,ANY,0,False
melia azadirrachta leaf extract neem,5693,1,ANY,0,False
moringa pterygosperma seed oil moringa,5694,1,ANY,0,False
nelumbo nucifera pink lotus flower oil,5695,1,ANY,0,False
jasminum grandiflorum jasmine flower oil,5696,1,ANY,0,False
acacia dealbata mimosa flower extract,5697,1,ANY,0,False
plumeria alba frangipani flower,5698,1,ANY,0,False
hemp seed oil,5699,1,ANY,0,False
broad spectrum hemp extract,5700,1,ANY,0,False
sambucus nigra elderberry,5701,1,ANY,0,False
fruit extract,5702,1,ANY,0,False
viola odorata violet flower extract,5703,1,ANY,0,False
artemisia princeps leaf extract,5704,1,ANY,0,False
tambourissa trichophylla leaf extract,5705,1,ANY,0,False
camellia sinensis green tea seed oil,5706,1,ANY,0,False
hydroxyethyl,5707,1,ANY,0,False
acrylatesodium acryloyldimenthyl taurate copolymer,5708,1,ANY,0,False
caprylic capri triglyceride,5709,1,ANY,0,False
violet no2,5710,1,ANY,0,False
candelilla wax,5711,1,ANY,0,False
aloe barbadensis,5712,1,ANY,0,False
chamomile extract,5713,1,ANY,0,False
grapefruit seed extract,5714,1,ANY,0,True
oryza sativa cera oryza sativa rice bran wax,5715,1,ANY,0,False
hydrogenated sunflower seed oil,5716,1,ANY,0,False
cocos nucifera coconut shell powder,5717,1,ANY,0,False
ci 19140 yellow 5 lake,5718,1,ANY,0,False
helianthus annuus seed cera helianthus annuus sunflower seed wax,5719,1,ANY,0,False
ci 77947 zinc oxide,5720,2,AM,0,False
prunus armeniaca apricot seed powder,5721,1,ANY,0,False
perfume fragrance,5722,1,ANY,0,False
denatonium benzoate,5723,1,ANY,0,False
saccharin,5724,1,ANY,0,False
anthemis nobilis flower water,5725,1,ANY,0,False
aqua water butylene glycol,5726,1,ANY,0,False
sodium carrageenan,5727,1,ANY,0,False
ethyl menthane carboxamide,5728,1,ANY,0,False
coceth-7,5729,1,ANY,0,False
ppg-1-peg-9 lauryl glycol ether,5730,1,ANY,0,False
chondrus crispus chondrus crispus carrageenan,5731,1,ANY,0,False
pinus palustris leaf extract,5732,1,ANY,0,False
pueraria lobata root extract,5733,1,ANY,0,False
passiflora edulis extract,5734,1,ANY,0,False
glycyrrhiza uralensis licorice root extract,5735,1,ANY,0,False
zizyphus jujuba fruit extract,5736,1,ANY,0,False
ppg-51smdi copolymer,5737,1,ANY,0,False
carica papaya fruit extract carica papaya papaya fruit extract,5738,1,ANY,0,False
zingiber officinale root extract zingiber officinale ginger root extract,5739,1,ANY,0,False
copernicia cerifera cera copernicia cerifera carnauba wax,5740,1,ANY,0,False
cire de carnauba,5741,1,ANY,0,False
cyamopsis tetragonoloba,5742,1,ANY,0,False
c14-16 olefin sulfonate,5743,1,ANY,0,False
peg-16 macadamia glycerides,5744,1,ANY,0,False
cocamidopropyl hydrosylsultaine,5745,1,ANY,0,False
rosa cannina fruit extract,5746,1,ANY,0,False
natural fragrance,5747,1,ANY,0,False
camellia sinensis green tea japanese,5748,1,ANY,0,False
pegppg-92 dimethyl ether,5749,1,ANY,0,False
ppg-3 dipivalate,5751,1,ANY,0,False
saxifraga sarmentosa extract,5752,1,ANY,0,False
ppg-17,5753,1,ANY,0,False
syzygium jambos leaf extract,5754,1,ANY,0,False
polysilicone-2,5755,1,ANY,0,False
100 cotton,5756,1,ANY,0,False
octocrylene 100,5757,2,AM,0,False
mineral oil paraffinum liquidumhuile minerale,5758,1,ANY,0,False
microcrystalline wax cera microcristallinacire microcristalline,5759,1,ANY,0,False
uncaria gambir extract,5760,1,ANY,0,False
angelica keiskei leafstem extract,5761,1,ANY,0,False
citrus junos seed extract,5762,1,ANY,0,True
eucheuma serragrateloupia sparsasaccharina angustataulva linzaundaria pinnatifida extract,5763,1,ANY,0,False
curcuma longa turmeric rhizome extract,5764,1,ANY,0,False
saccharina angustataundaria pinnatifida extract,5765,1,ANY,0,False
thiotaurine,5766,1,ANY,0,False
paeonia albiflora root extract,5767,1,ANY,0,False
garcinia mangostana bark extract,5768,1,ANY,0,False
ensulizole 10,5769,1,ANY,0,False
homosalate 150,5770,2,AM,0,False
zinc oxide 155,5771,2,AM,0,False
avobenzone 23,5772,2,AM,0,False
glyceryl diisostearate,5773,1,ANY,0,False
beheneth-20,5774,1,ANY,0,False
c30-45 alkyl methicone,5775,1,ANY,0,False
c30-45 olefin,5776,1,ANY,0,False
sd alcohol 40-b alcohol denat,5777,1,ANY,0,False
pegppg-174 dimethyl ether,5778,1,ANY,0,False
batyl,5779,1,ANY,0,False
dimethylacrylamidesodium acryloyldimethyltaurate crosspolymer,5780,1,ANY,0,False
trimethylolpropane triethylhexanoate,5781,1,ANY,0,False
tetradecene,5782,1,ANY,0,False
ascorbyl dipalmitate,5783,1,ANY,0,False
purpose avobenzone 20,5784,2,AM,0,False
sunscreen homosalate 50,5785,2,AM,0,False
sunscreen octisalate 50,5786,2,AM,0,False
sunscreen octocrylene 50,5787,2,AM,0,False
lauryl betaine,5788,1,ANY,0,False
2-o-ethyl ascorbic acid,5789,4,AM,3,False
pyrola incarnata extract,5790,1,ANY,0,False
bis-butyldimethicone polyglyceryl-3,5791,1,ANY,0,False
peg-60 glyceryl isostearate,5792,1,ANY,0,False
nelumbo nucifera germ extract,5793,1,ANY,0,False
thymus serpyllum extract,5794,1,ANY,0,False
lactobacillushibiscus sabdariffa flower ferment filtrate,5795,1,ANY,0,False
ganoderma lucidum mushroom stem extract,5796,1,ANY,0,False
polybutylene glycolppg-91 copolymer,5797,1,ANY,0,False
ononis spinosa root extract,5798,1,ANY,0,False
sorbitan sesquiisostearate,5799,1,ANY,0,False
carboxydecyl trisiloxane,5800,1,ANY,0,False
aminoethanesulfinic acid,5801,1,ANY,0,False
panthenyl ethyl ether,5802,1,ANY,0,False
pentaerythrityl tetraoctanoate,5803,1,ANY,0,False
phenyl trimethicone glycerin dipropylene glycol,5804,1,ANY,0,False
arginine hcl,5805,1,ANY,0,False
ginseng extract,5806,1,ANY,0,False
raspberry extract,5807,1,ANY,0,False
titanium dioxide 49,5808,2,AM,0,False
zinc oxide 136,5809,2,AM,0,False
aminopropyl dimethicone,5810,1,ANY,0,False
rosmarinus officinalis rosemary leaf extract rosmarinus officinalis leaf extract,5811,1,ANY,0,False
potassium methoxysalicylate,5812,1,ANY,0,False
thymus serpillum extract,5813,1,ANY,0,False
beheneth-30,5814,1,ANY,0,False
peg-30 phytosterol,5815,1,ANY,0,False
polyquaternium-39,5816,1,ANY,0,False
rubus suavissimus raspberry leaf extract,5818,1,ANY,0,False
beta-carotene ci 75130,5819,1,ANY,0,False
beeswax cera albacire dabeille,5820,1,ANY,0,False
sodium lauryl glycol carboxylate,5821,1,ANY,0,False
silk powder sericapoudre de soie,5822,1,ANY,0,False
pentaerythrityl tetrabehenatebenzoateethylhexanoate,5823,1,ANY,0,False
piperidinepropionic acid,5824,1,ANY,0,False
prunus speciosa leaf extract,5825,1,ANY,0,False
isodonis japonicus leafstalk extract,5826,1,ANY,0,False
potassium ascorbyl tocopheryl phosphate,5827,1,ANY,0,False
pegppg-5040 dimethyl ether,5828,1,ANY,0,False
dimorpholinopyridazinone,5829,1,ANY,0,False
elaeis guineensis palm kernel oil,5830,1,ANY,0,False
rehmannia chinensis root extract,5831,1,ANY,0,False
potentilla erecta root extract,5832,1,ANY,0,False
potassium cocoyl glutamate,5833,1,ANY,0,False
zingiber aromaticus extract,5834,1,ANY,0,False
peg-20 glyceryl isostearate,5835,1,ANY,0,False
sodium methyltaurate,5836,1,ANY,0,False
peg-2 laurate,5837,1,ANY,0,False
octinoxate 74,5838,1,ANY,0,False
octocrylene 3,5839,2,AM,0,False
lamium album flowerleafstem extract,5840,1,ANY,0,False
carthamus tinctorius safflower flower extract,5841,1,ANY,0,False
alcohol 40-b,5842,1,ANY,0,False
iron oxids,5843,1,ANY,0,False
purpose avobenzone 25,5844,2,AM,0,False
octocrylene 30,5845,2,AM,0,False
hydrogenated dimer dilinoleyl peg-44poly1,5846,1,ANY,0,False
2-butanediol-15 dimethyl ether,5847,1,ANY,0,False
theanine,5848,1,ANY,0,False
coix lacryma-jobi ma-yuen seed extract,5849,1,ANY,0,False
zanthoxylum piperitum peel extract,5850,1,ANY,0,False
peg-5 glyceryl stearate,5851,1,ANY,0,False
copernicia cerifera carnauba wax copernicia cerifera ceracire de carnauba,5852,1,ANY,0,False
avobenzone 20,5853,2,AM,0,False
oxybenzone 15,5854,1,ANY,0,False
lactobacillusrice ferment,5855,1,ANY,0,False
methyl gluceth-10,5856,1,ANY,0,False
pegppg-1919 dimethicone,5857,1,ANY,0,False
galactomyces ferment filtrate pitera,5858,1,ANY,0,False
peg-150 stearate,5859,1,ANY,0,False
salix alba bark extractsalix alba willow bark extract,5860,1,ANY,0,False
zantedeschia aethiopica flowerstem extract,5861,1,ANY,0,False
saccharomycopsis ferment filtrate,5862,1,ANY,0,False
peg-20 sorbitan cocoate,5863,1,ANY,0,False
citrus reticulata peel extractcitrus reticulata tangerine peel extract,5864,1,ANY,0,True
zea mays oilzea mays corn oil,5865,1,ANY,0,False
ci 75130 beta-carotene,5866,1,ANY,0,False
sucrose polycottonseedate,5867,1,ANY,0,False
palmitoyl dipeptide-7,5868,1,ANY,0,False
hexapeptide-3,5869,1,ANY,0,False
polysorbate 65,5870,1,ANY,0,False
cetyl betaine,5871,1,ANY,0,False
peg-50 shea butter,5872,1,ANY,0,False
brassica rapa turnip leaf extract,5873,1,ANY,0,False
apium graveolens celery extract,5874,1,ANY,0,False
hydrolyzed starfish extract,5875,1,ANY,0,False
watereauaqua,5876,1,ANY,0,False
hydroxypropyl guar hydroxypropyltrimonium chloride,5877,1,ANY,0,False
jojoba seed oilmacadamia seed oil esters,5878,1,ANY,0,False
supports a balanced skin microbiome for a healthy and protected skin barrier,5879,1,ANY,0,False
leptospermone,5880,1,ANY,0,False
flavesone,5881,1,ANY,0,False
isoleptospermone,5882,1,ANY,0,False
nylon-11,5883,1,ANY,0,False
water eau,5884,1,ANY,0,False
panax quinquefolium root extract,5885,1,ANY,0,False
oligopeptide-3,5886,1,ANY,0,False
oligopeptide-2,5887,1,ANY,0,False
myrica cerifera bayberry fruit extract,5888,1,ANY,0,False
prunus lannesiana cherry blossom flower extract,5889,1,ANY,0,False
camellia sinensis green tea leaf extract glycyrrhiza glabra licorice root extract,5890,1,ANY,0,False
only 0005 glycerin,5891,1,ANY,0,False
prunus lannesiana flower extract,5892,1,ANY,0,False
olea europaea olive husk oil,5893,1,ANY,0,False
dilinoleic acid propanediol copolymer,5896,1,ANY,0,False
polyacrylate crosspolymer-11,5897,1,ANY,0,False
100 high-grade 6a long-fiber mulberry silk with a thickness of 22 momme,5898,1,ANY,0,False
outer 100 silk exclusive of elastic and piping,5899,1,ANY,0,False
100 pu foam exclusive of silk liner,5900,1,ANY,0,False
hydroxypinacolone,5901,1,ANY,0,False
rosa moschata seed oil,5903,1,ANY,0,False
phenoxyethnaol,5904,1,ANY,0,False
ethoxydiglycol galactoarabinan,5905,1,ANY,0,False
ceramide iii,5906,1,ANY,0,False
cucumber extract,5907,1,ANY,0,False
eyebright extract,5908,1,ANY,0,False
steareth- 20,5909,1,ANY,0,False
dodecane,5910,1,ANY,0,False
organic helianthus annuus seed sunflower oil,5912,1,ANY,0,False
organic cocos nucifera coconut oil,5913,1,ANY,0,False
organic olea europea extra virgin olive oil,5914,1,ANY,0,False
theobroma grandiflorum cupuacu,5915,1,ANY,0,False
euterpe oleracae aca extract organic,5916,1,ANY,0,False
cannabis sativa seed hemp oil,5917,1,ANY,0,False
butter,5918,1,ANY,0,False
aloe vera,5919,1,ANY,0,False
myristoyl pentapeptide-11,5920,1,ANY,0,False
pichiaresveratrol ferment extract,5921,1,ANY,0,False
titanium dioxide 537,5922,2,AM,0,False
zinc oxide 294,5923,2,AM,0,False
zinc oxide 55,5924,2,AM,0,False
butyrospermum parkii nut extract,5925,1,ANY,0,False
curcuma longa turmeric rhizome oil,5926,1,ANY,0,False
isoamyl salicylate,5927,1,ANY,0,False
citrus nobilis peel oil,5928,1,ANY,0,True
citrus limon peel oil,5929,1,ANY,0,True
beta-ionone,5930,1,ANY,0,False
citrus reticulata leaf oil,5931,1,ANY,0,True
ethyl acetoacetate,5932,1,ANY,0,False
salvia sclarea oil,5933,1,ANY,0,False
santalum spicata wood oil,5934,1,ANY,0,False
isojasmone,5935,1,ANY,0,False
lavandula anugustifolia oil,5936,1,ANY,0,False
maltol,5937,1,ANY,0,False
abies sibirica needle oil,5938,1,ANY,0,False
ferula galbaniflua resin oil,5939,1,ANY,0,False
mentha viridis leaf oil,5940,1,ANY,0,False
myristca fragrans kernel oil,5941,1,ANY,0,False
thymus vulgaris flowerleaf oil,5942,1,ANY,0,False
nerol,5943,1,ANY,0,False
zinc oxide 24,5944,2,AM,0,False
malpighia glabra acerola fruit juice,5945,1,ANY,0,False
anisyl alcohol,5946,1,ANY,0,False
acetamidoethoxyethanol,5947,1,ANY,0,False
butane,5948,1,ANY,0,False
melanin,5949,1,ANY,0,False
aqua water eau,5950,1,ANY,0,False
sodium metabisulte,5951,1,ANY,0,False
propylene glycol dicaprylate dicaprate,5952,1,ANY,0,False
citrullus lanatus watermelon fruit juice,5953,1,ANY,0,False
capryloylcapryloyl leucine isosorbide esters,5954,1,ANY,0,False
isosorbide,5955,1,ANY,0,False
water dihydroxyacetone,5956,1,ANY,0,False
anise alcohol,5957,1,ANY,0,False
myristyl nicotinate,5958,1,ANY,0,False
plukenetia volubilis seed oiloleic acid aminopropanediol amidesesters,5959,1,ANY,0,False
cyathea cumingii leaf extract,5960,1,ANY,0,False
lignoceryl alcohol,5961,1,ANY,0,False
orobanche rapum extract,5962,1,ANY,0,False
bacillussea salt ferment filtrate,5963,1,ANY,0,False
